id,sheep.yr,age,surv,wt,wtt1,rec,rec1.wt,rec2.wt,mean.off.mass,pop.size
1244,1994,11,0,NA,NA,0,NA,NA,NA,435
1246,1986,3,1,NA,30,0,NA,NA,NA,211
1246,1987,4,1,30,27,1,18,NA,18,331
1246,1988,5,1,27,NA,0,NA,NA,NA,457
1246,1989,6,1,NA,NA,1,NA,NA,NA,211
1246,1990,7,1,NA,NA,1,15.8,NA,15.8,290
1246,1991,8,1,NA,27.6,1,11.1,NA,11.1,414
1246,1992,9,1,27.6,27.1,1,11.8,NA,11.8,321
1246,1993,10,1,27.1,29.6,0,NA,NA,NA,443
1246,1994,11,1,29.6,27.3,0,NA,NA,NA,435
1246,1995,12,1,27.3,27.7,0,NA,NA,NA,357
1246,1996,13,0,27.7,NA,0,NA,NA,NA,575
1251,1986,3,1,NA,21.5,0,NA,NA,NA,211
1251,1987,4,1,21.5,22.5,0,NA,NA,NA,331
1251,1988,5,1,22.5,22,1,14.6,NA,14.6,457
1251,1989,6,1,22,20.9,0,NA,NA,NA,211
1251,1990,7,1,20.9,NA,1,NA,NA,NA,290
1251,1991,8,1,NA,19.2,0,NA,NA,NA,414
1251,1992,9,1,19.2,NA,0,NA,NA,NA,321
1251,1993,10,1,NA,NA,0,NA,NA,NA,443
1251,1994,11,1,NA,20.2,0,NA,NA,NA,435
1251,1995,12,1,20.2,NA,0,NA,NA,NA,357
1251,1996,13,0,NA,NA,0,NA,NA,NA,575
1252,1986,3,1,NA,NA,0,NA,NA,NA,211
1252,1987,4,1,NA,NA,1,NA,NA,NA,331
1252,1988,5,1,NA,NA,1,NA,NA,NA,457
1252,1989,6,1,NA,25.8,2,13.1,12.4,12.75,211
1252,1990,7,1,25.8,21.8,0,NA,NA,NA,290
1252,1991,8,0,21.8,NA,0,NA,NA,NA,414
1255,1986,3,1,NA,25.5,0,NA,NA,NA,211
1255,1987,4,1,25.5,NA,0,NA,NA,NA,331
1255,1988,5,1,NA,24.6,1,NA,NA,NA,457
1255,1989,6,1,24.6,NA,1,NA,NA,NA,211
1255,1990,7,1,NA,23.6,2,12.3,11.2,11.75,290
1255,1991,8,1,23.6,NA,0,NA,NA,NA,414
1255,1992,9,1,NA,24.9,1,15,NA,15,321
1255,1993,10,1,24.9,24.3,1,13.6,NA,13.6,443
1255,1994,11,1,24.3,23.1,1,11.5,NA,11.5,435
1255,1995,12,1,23.1,21.5,0,NA,NA,NA,357
1255,1996,13,0,21.5,NA,0,NA,NA,NA,575
1256,1986,3,1,23.9,NA,0,NA,NA,NA,211
1256,1987,4,1,NA,NA,0,NA,NA,NA,331
1256,1988,5,1,NA,NA,1,NA,NA,NA,457
1256,1989,6,1,NA,NA,0,NA,NA,NA,211
1256,1990,7,1,NA,27.6,1,NA,NA,NA,290
1256,1991,8,1,27.6,24.3,2,13.8,NA,13.8,414
1256,1992,9,1,24.3,NA,0,NA,NA,NA,321
1256,1993,10,1,NA,NA,0,NA,NA,NA,443
1256,1994,11,0,NA,NA,0,NA,NA,NA,435
1257,1986,3,1,NA,24,0,NA,NA,NA,211
1257,1987,4,0,24,NA,0,NA,NA,NA,331
1258,1986,3,1,NA,22.5,0,NA,NA,NA,211
1258,1987,4,1,22.5,22.8,1,11.5,NA,11.5,331
1258,1988,5,1,22.8,NA,1,NA,NA,NA,457
1258,1989,6,1,NA,NA,1,NA,NA,NA,211
1258,1990,7,1,NA,NA,0,NA,NA,NA,290
1258,1991,8,1,NA,17.5,0,NA,NA,NA,414
1258,1992,9,1,17.5,NA,0,NA,NA,NA,321
1258,1993,10,1,NA,24.3,1,13.6,NA,13.6,443
1258,1994,11,0,24.3,NA,0,NA,NA,NA,435
1259,1986,3,1,NA,25,1,16.5,NA,16.5,211
1259,1987,4,1,25,25.9,0,NA,NA,NA,331
1259,1988,5,1,25.9,NA,1,NA,NA,NA,457
1259,1989,6,1,NA,24.8,0,NA,NA,NA,211
1259,1990,7,1,24.8,24.9,1,15,NA,15,290
1259,1991,8,1,24.9,22.2,0,NA,NA,NA,414
1259,1992,9,1,22.2,23.9,1,15.7,NA,15.7,321
1259,1993,10,1,23.9,NA,1,11.8,NA,11.8,443
1259,1994,11,0,NA,NA,0,NA,NA,NA,435
1260,1986,3,1,NA,25,1,17.1,NA,17.1,211
1260,1987,4,1,25,NA,1,16.4,NA,16.4,331
1260,1988,5,1,NA,19.2,1,NA,NA,NA,457
1260,1989,6,0,19.2,NA,0,NA,NA,NA,211
1261,1986,3,1,22.5,27.5,0,NA,NA,NA,211
1261,1987,4,1,27.5,26.1,0,NA,NA,NA,331
1261,1988,5,0,26.1,NA,0,NA,NA,NA,457
1262,1986,3,1,NA,NA,1,NA,NA,NA,211
1262,1987,4,1,NA,NA,0,NA,NA,NA,331
1262,1988,5,1,NA,NA,1,NA,NA,NA,457
1262,1989,6,1,NA,NA,1,NA,NA,NA,211
1262,1990,7,1,NA,26.3,1,17.6,NA,17.6,290
1262,1991,8,1,26.3,NA,1,NA,NA,NA,414
1262,1992,9,1,NA,26.1,2,12.7,12.7,12.7,321
1262,1993,10,1,26.1,NA,0,NA,NA,NA,443
1262,1994,11,1,NA,NA,0,NA,NA,NA,435
1262,1995,12,1,NA,NA,1,NA,NA,NA,357
1262,1996,13,0,NA,NA,0,NA,NA,NA,575
1263,1986,3,1,NA,NA,0,NA,NA,NA,211
1263,1987,4,1,NA,26.1,0,NA,NA,NA,331
1263,1988,5,1,26.1,NA,0,NA,NA,NA,457
1263,1989,6,1,NA,NA,1,NA,NA,NA,211
1263,1990,7,1,NA,21.3,0,NA,NA,NA,290
1263,1991,8,0,21.3,NA,0,NA,NA,NA,414
1264,1986,3,1,NA,NA,1,NA,NA,NA,211
1264,1987,4,1,NA,NA,1,NA,NA,NA,331
1264,1988,5,1,NA,NA,0,NA,NA,NA,457
1264,1989,6,1,NA,NA,0,NA,NA,NA,211
1264,1990,7,1,NA,NA,0,NA,NA,NA,290
1264,1991,8,1,NA,NA,1,NA,NA,NA,414
1264,1992,9,1,NA,NA,0,NA,NA,NA,321
1264,1993,10,1,NA,NA,1,NA,NA,NA,443
1264,1994,11,0,NA,NA,0,NA,NA,NA,435
1284,1986,3,1,26.8,31.8,0,NA,NA,NA,211
1284,1987,4,1,31.8,NA,0,NA,NA,NA,331
1284,1988,5,1,NA,NA,0,NA,NA,NA,457
1284,1989,6,1,NA,NA,0,NA,NA,NA,211
1284,1990,7,1,NA,NA,0,NA,NA,NA,290
1284,1991,8,1,NA,NA,0,NA,NA,NA,414
1284,1992,9,0,NA,NA,0,NA,NA,NA,321
1285,1986,3,1,NA,26.5,1,15.5,NA,15.5,211
1285,1987,4,1,26.5,NA,1,NA,NA,NA,331
1285,1988,5,1,NA,NA,0,NA,NA,NA,457
1285,1989,6,1,NA,NA,0,NA,NA,NA,211
1285,1990,7,1,NA,NA,0,NA,NA,NA,290
1285,1991,8,NA,NA,NA,0,NA,NA,NA,414
1285,1992,9,1,NA,NA,0,NA,NA,NA,321
1288,1986,3,1,NA,24,0,NA,NA,NA,211
1288,1987,4,1,24,NA,0,NA,NA,NA,331
1288,1988,5,1,NA,NA,1,NA,NA,NA,457
1288,1989,6,1,NA,NA,0,NA,NA,NA,211
1288,1990,7,1,NA,22.2,1,NA,NA,NA,290
1288,1991,8,1,22.2,22.4,1,15.4,NA,15.4,414
1288,1992,9,1,22.4,22,1,10.6,NA,10.6,321
1288,1993,10,0,22,NA,0,NA,NA,NA,443
1289,1986,3,1,19.9,NA,1,NA,NA,NA,211
1289,1987,4,1,NA,NA,0,NA,NA,NA,331
1289,1988,5,1,NA,NA,1,NA,NA,NA,457
1289,1989,6,1,NA,NA,0,NA,NA,NA,211
1289,1990,7,1,NA,NA,0,NA,NA,NA,290
1289,1991,8,1,NA,NA,0,NA,NA,NA,414
1289,1992,9,1,NA,NA,0,NA,NA,NA,321
1289,1993,10,1,NA,NA,0,NA,NA,NA,443
1451,1986,2,1,NA,NA,1,NA,NA,NA,211
1451,1987,3,1,NA,NA,0,NA,NA,NA,331
1451,1988,4,0,NA,NA,0,NA,NA,NA,457
1483,1986,2,1,NA,NA,0,NA,NA,NA,211
1483,1987,3,1,NA,NA,0,NA,NA,NA,331
1483,1988,4,1,NA,NA,1,NA,NA,NA,457
1483,1989,5,0,NA,NA,0,NA,NA,NA,211
1514,1986,2,1,NA,NA,0,NA,NA,NA,211
1514,1987,3,1,NA,26,0,NA,NA,NA,331
1514,1988,4,0,26,NA,0,NA,NA,NA,457
1531,1986,2,0,NA,NA,0,NA,NA,NA,211
1552,1986,2,1,NA,NA,0,NA,NA,NA,211
1552,1987,3,1,NA,NA,1,NA,NA,NA,331
1552,1988,4,1,NA,NA,0,NA,NA,NA,457
1552,1989,5,1,NA,NA,0,NA,NA,NA,211
1552,1990,6,1,NA,23.2,1,12.4,NA,12.4,290
1552,1991,7,1,23.2,22.4,0,NA,NA,NA,414
1552,1992,8,1,22.4,NA,1,NA,NA,NA,321
1552,1993,9,1,NA,NA,1,NA,NA,NA,443
1552,1994,10,0,NA,NA,0,NA,NA,NA,435
1553,1986,2,1,18.9,NA,0,NA,NA,NA,211
1553,1987,3,1,NA,NA,0,NA,NA,NA,331
1553,1988,4,1,NA,NA,1,NA,NA,NA,457
1553,1989,5,1,NA,NA,0,NA,NA,NA,211
1553,1990,6,1,NA,NA,2,NA,NA,NA,290
1553,1991,7,1,NA,18.2,1,6.8,NA,6.8,414
1553,1992,8,1,18.2,NA,0,NA,NA,NA,321
1553,1993,9,0,NA,NA,0,NA,NA,NA,443
1554,1986,2,1,NA,23.4,0,NA,NA,NA,211
1554,1987,3,1,23.4,23.2,1,17.2,NA,17.2,331
1554,1988,4,1,23.2,NA,0,NA,NA,NA,457
1554,1989,5,1,NA,NA,1,NA,NA,NA,211
1554,1990,6,1,NA,23.8,0,NA,NA,NA,290
1554,1991,7,1,23.8,24.5,0,NA,NA,NA,414
1554,1992,8,1,24.5,21.8,1,11.4,NA,11.4,321
1554,1993,9,1,21.8,NA,0,NA,NA,NA,443
1583,1986,2,1,NA,26.5,1,16.5,NA,16.5,211
1583,1987,3,1,26.5,26,1,18.8,NA,18.8,331
1583,1988,4,0,26,NA,0,NA,NA,NA,457
1586,1986,2,1,18.6,NA,1,NA,NA,NA,211
1586,1987,3,1,NA,NA,1,NA,NA,NA,331
1586,1988,4,1,NA,NA,0,NA,NA,NA,457
1586,1989,5,1,NA,NA,1,14.4,NA,14.4,211
1586,1990,6,1,NA,NA,0,NA,NA,NA,290
1586,1991,7,1,NA,NA,1,NA,NA,NA,414
1586,1992,8,1,NA,NA,0,NA,NA,NA,321
1589,1986,1,1,NA,20,1,14,NA,14,211
1589,1987,2,0,20,NA,0,NA,NA,NA,331
1597,1986,1,1,NA,20.5,1,10,NA,10,211
1597,1987,2,1,20.5,22.8,1,NA,NA,NA,331
1597,1988,3,0,22.8,NA,0,NA,NA,NA,457
1599,1986,1,1,NA,NA,0,NA,NA,NA,211
1599,1987,2,1,NA,NA,0,NA,NA,NA,331
1599,1988,3,0,NA,NA,0,NA,NA,NA,457
1605,1986,1,1,NA,NA,0,NA,NA,NA,211
1605,1987,2,1,NA,19.3,1,15.1,NA,15.1,331
1605,1988,3,0,19.3,NA,0,NA,NA,NA,457
1606,1986,1,1,NA,NA,1,NA,NA,NA,211
1606,1987,2,1,NA,NA,0,NA,NA,NA,331
1606,1988,3,1,NA,NA,0,NA,NA,NA,457
1606,1989,4,0,NA,NA,1,NA,NA,NA,211
1608,1986,1,0,NA,NA,0,NA,NA,NA,211
1610,1986,1,1,NA,15,0,NA,NA,NA,211
1610,1987,2,1,15,17.4,0,NA,NA,NA,331
1610,1988,3,0,17.4,NA,0,NA,NA,NA,457
1612,1986,1,1,NA,NA,0,NA,NA,NA,211
1612,1987,2,1,NA,NA,0,NA,NA,NA,331
1612,1988,3,0,NA,NA,0,NA,NA,NA,457
1613,1986,1,0,NA,NA,0,NA,NA,NA,211
1618,1986,1,1,7.9,NA,0,NA,NA,NA,211
1618,1987,2,NA,NA,NA,0,NA,NA,NA,331
1618,1988,3,0,NA,NA,0,NA,NA,NA,457
1622,1986,1,1,NA,19.5,0,NA,NA,NA,211
1622,1987,2,1,19.5,NA,0,NA,NA,NA,331
1622,1988,3,0,NA,NA,0,NA,NA,NA,457
1623,1986,1,1,NA,21.4,1,14,NA,14,211
1623,1987,2,1,21.4,22.8,0,NA,NA,NA,331
1623,1988,3,0,22.8,NA,0,NA,NA,NA,457
1624,1986,1,0,NA,NA,0,NA,NA,NA,211
1626,1986,1,1,NA,NA,0,NA,NA,NA,211
1626,1987,2,1,NA,NA,1,NA,NA,NA,331
1626,1988,3,0,NA,NA,0,NA,NA,NA,457
1631,1986,1,1,NA,22,1,15,NA,15,211
1631,1987,2,1,22,26.3,0,NA,NA,NA,331
1631,1988,3,0,26.3,NA,0,NA,NA,NA,457
1632,1986,1,1,NA,17.9,0,NA,NA,NA,211
1632,1987,2,1,17.9,18,0,NA,NA,NA,331
1632,1988,3,0,18,NA,0,NA,NA,NA,457
1633,1986,1,1,NA,NA,0,NA,NA,NA,211
1633,1987,2,1,NA,NA,0,NA,NA,NA,331
1633,1988,3,1,NA,NA,0,NA,NA,NA,457
1633,1989,4,1,NA,NA,0,NA,NA,NA,211
1633,1990,5,1,NA,NA,0,NA,NA,NA,290
1633,1991,6,0,NA,NA,0,NA,NA,NA,414
1634,1986,1,0,NA,NA,0,NA,NA,NA,211
1635,1986,1,0,NA,NA,0,NA,NA,NA,211
1638,1986,1,1,NA,NA,0,NA,NA,NA,211
1638,1987,2,1,NA,NA,0,NA,NA,NA,331
1638,1988,3,0,NA,NA,0,NA,NA,NA,457
1639,1986,1,1,NA,NA,1,12,NA,12,211
1639,1987,2,1,NA,20.3,1,14,NA,14,331
1639,1988,3,0,20.3,NA,0,NA,NA,NA,457
1641,1986,1,1,NA,NA,1,NA,NA,NA,211
1641,1987,2,1,NA,NA,1,NA,NA,NA,331
1641,1988,3,1,NA,NA,0,NA,NA,NA,457
1645,1986,1,1,7.8,15,1,NA,NA,NA,211
1645,1987,2,1,15,15.8,0,NA,NA,NA,331
1645,1988,3,0,15.8,NA,0,NA,NA,NA,457
1647,1986,1,0,9.4,10.5,0,NA,NA,NA,211
1649,1986,1,1,NA,18,0,NA,NA,NA,211
1649,1987,2,1,18,22.4,1,NA,NA,NA,331
1649,1988,3,1,22.4,NA,0,NA,NA,NA,457
1649,1989,4,1,NA,NA,1,NA,NA,NA,211
1649,1990,5,1,NA,NA,1,NA,NA,NA,290
1649,1991,6,0,NA,NA,0,NA,NA,NA,414
1660,1986,1,1,NA,22.2,0,NA,NA,NA,211
1660,1987,2,1,22.2,24.7,0,NA,NA,NA,331
1660,1988,3,1,24.7,NA,0,NA,NA,NA,457
1660,1989,4,1,NA,29,1,16.6,NA,16.6,211
1660,1990,5,1,29,29.2,1,16,NA,16,290
1660,1991,6,1,29.2,29.3,1,14.6,NA,14.6,414
1660,1992,7,1,29.3,NA,1,NA,NA,NA,321
1660,1993,8,1,NA,27.8,0,NA,NA,NA,443
1660,1994,9,0,27.8,NA,0,NA,NA,NA,435
1661,1986,1,NA,NA,NA,0,NA,NA,NA,211
1661,1987,2,1,NA,NA,0,NA,NA,NA,331
1661,1988,3,1,NA,NA,0,NA,NA,NA,457
1661,1989,4,1,NA,NA,0,NA,NA,NA,211
1661,1990,5,1,NA,NA,0,NA,NA,NA,290
1661,1991,6,1,NA,NA,0,NA,NA,NA,414
1662,1986,1,1,NA,21.3,0,NA,NA,NA,211
1662,1987,2,1,21.3,NA,0,NA,NA,NA,331
1662,1988,3,1,NA,NA,1,NA,NA,NA,457
1662,1989,4,1,NA,NA,1,14,NA,14,211
1662,1990,5,1,NA,NA,0,NA,NA,NA,290
1662,1991,6,1,NA,22.7,1,14.9,NA,14.9,414
1662,1992,7,1,22.7,NA,0,NA,NA,NA,321
1662,1993,8,1,NA,NA,1,NA,NA,NA,443
1662,1994,9,0,NA,NA,0,NA,NA,NA,435
1663,1986,1,1,NA,20,1,NA,NA,NA,211
1663,1987,2,1,20,NA,1,NA,NA,NA,331
1663,1988,3,1,NA,NA,0,NA,NA,NA,457
1663,1989,4,1,NA,NA,1,NA,NA,NA,211
1663,1990,5,1,NA,27.9,0,NA,NA,NA,290
1663,1991,6,1,27.9,NA,1,12.3,NA,12.3,414
1663,1992,7,1,NA,NA,1,NA,NA,NA,321
1663,1993,8,1,NA,25.8,0,NA,NA,NA,443
1663,1994,9,1,25.8,25.8,1,NA,NA,NA,435
1663,1995,10,1,25.8,NA,0,NA,NA,NA,357
1663,1996,11,1,NA,NA,0,NA,NA,NA,575
1664,1986,1,1,NA,21,1,15,NA,15,211
1664,1987,2,1,21,18.5,1,16,NA,16,331
1664,1988,3,1,18.5,NA,0,NA,NA,NA,457
1664,1989,4,1,NA,27.7,1,14.6,NA,14.6,211
1664,1990,5,1,27.7,24.6,0,NA,NA,NA,290
1664,1991,6,1,24.6,23.8,1,13.6,NA,13.6,414
1664,1992,7,1,23.8,26.3,1,16.2,NA,16.2,321
1664,1993,8,1,26.3,NA,0,NA,NA,NA,443
1664,1994,9,1,NA,23.1,1,NA,NA,NA,435
1664,1995,10,0,23.1,NA,0,NA,NA,NA,357
1665,1986,1,1,16.1,NA,0,NA,NA,NA,211
1665,1987,2,1,NA,NA,0,NA,NA,NA,331
1665,1988,3,1,NA,NA,0,NA,NA,NA,457
1665,1989,4,1,NA,NA,1,NA,NA,NA,211
1665,1990,5,1,NA,NA,1,NA,NA,NA,290
1665,1991,6,1,NA,NA,0,NA,NA,NA,414
1665,1992,7,1,NA,NA,1,NA,NA,NA,321
1665,1993,8,1,NA,NA,0,NA,NA,NA,443
1665,1994,9,1,NA,NA,0,NA,NA,NA,435
1665,1995,10,0,NA,NA,0,NA,NA,NA,357
1666,1986,1,1,NA,17.4,0,NA,NA,NA,211
1666,1987,2,1,17.4,20.8,0,NA,NA,NA,331
1666,1988,3,1,20.8,17.1,0,NA,NA,NA,457
1666,1989,4,1,17.1,NA,0,NA,NA,NA,211
1666,1990,5,1,NA,NA,1,14,NA,14,290
1666,1991,6,1,NA,22.4,0,NA,NA,NA,414
1666,1992,7,1,22.4,NA,1,NA,NA,NA,321
1666,1993,8,1,NA,23,0,NA,NA,NA,443
1666,1994,9,1,23,21,0,NA,NA,NA,435
1666,1995,10,1,21,NA,0,NA,NA,NA,357
1666,1996,11,1,NA,19.8,0,NA,NA,NA,575
1712,1986,1,1,NA,NA,0,NA,NA,NA,211
1712,1987,2,1,NA,NA,1,NA,NA,NA,331
1712,1988,3,0,NA,NA,0,NA,NA,NA,457
1713,1986,1,1,NA,NA,0,NA,NA,NA,211
1713,1987,2,1,NA,NA,1,16.6,NA,16.6,331
1713,1988,3,0,NA,NA,0,NA,NA,NA,457
1734,1987,1,0,17,NA,0,NA,NA,NA,331
1736,1987,1,0,NA,NA,0,NA,NA,NA,331
1741,1987,1,1,16,NA,0,NA,NA,NA,331
1741,1988,2,1,NA,NA,0,NA,NA,NA,457
1741,1989,3,1,NA,24.6,1,14.3,NA,14.3,211
1741,1990,4,1,24.6,24,0,NA,NA,NA,290
1741,1991,5,1,24,22.4,0,NA,NA,NA,414
1741,1992,6,1,22.4,NA,0,NA,NA,NA,321
1741,1993,7,1,NA,NA,0,NA,NA,NA,443
1741,1994,8,1,NA,24.7,0,NA,NA,NA,435
1741,1995,9,1,24.7,NA,0,NA,NA,NA,357
1741,1996,10,1,NA,NA,1,10.2,NA,10.2,575
1742,1987,1,1,16.5,NA,1,15.2,NA,15.2,331
1742,1988,2,0,NA,NA,0,NA,NA,NA,457
1744,1987,1,1,17,18.3,1,13.4,NA,13.4,331
1744,1988,2,0,18.3,NA,0,NA,NA,NA,457
1747,1987,1,1,NA,17,0,NA,NA,NA,331
1747,1988,2,0,17,NA,0,NA,NA,NA,457
1748,1987,1,1,19,22.7,0,NA,NA,NA,331
1748,1988,2,0,22.7,NA,0,NA,NA,NA,457
1750,1987,1,1,13,19.8,1,12.2,NA,12.2,331
1750,1988,2,0,19.8,NA,0,NA,NA,NA,457
1753,1987,1,0,15,NA,0,NA,NA,NA,331
1754,1987,1,1,14,20,0,NA,NA,NA,331
1754,1988,2,0,20,NA,0,NA,NA,NA,457
1756,1987,1,1,15.5,19,0,NA,NA,NA,331
1756,1988,2,0,19,NA,1,NA,NA,NA,457
1757,1987,1,1,16,NA,0,NA,NA,NA,331
1757,1988,2,1,NA,NA,1,NA,NA,NA,457
1757,1989,3,1,NA,26,1,15.8,NA,15.8,211
1757,1990,4,1,26,NA,0,NA,NA,NA,290
1759,1987,1,1,NA,NA,0,NA,NA,NA,331
1759,1988,2,1,NA,NA,0,NA,NA,NA,457
1759,1989,3,1,NA,NA,0,NA,NA,NA,211
1759,1990,4,1,NA,NA,0,NA,NA,NA,290
1761,1987,1,1,NA,17.2,1,11.4,NA,11.4,331
1761,1988,2,0,17.2,NA,0,NA,NA,NA,457
1762,1987,1,0,16.5,NA,0,NA,NA,NA,331
1763,1987,1,1,NA,15.8,0,NA,NA,NA,331
1763,1988,2,0,15.8,NA,0,NA,NA,NA,457
1765,1987,1,0,13,NA,0,NA,NA,NA,331
1767,1987,1,1,14.3,NA,0,NA,NA,NA,331
1767,1988,2,0,NA,NA,0,NA,NA,NA,457
1769,1987,1,1,17.5,22.6,0,NA,NA,NA,331
1769,1988,2,1,22.6,NA,0,NA,NA,NA,457
1771,1987,1,1,NA,NA,1,NA,NA,NA,331
1771,1988,2,0,NA,NA,0,NA,NA,NA,457
1772,1987,1,0,NA,NA,0,NA,NA,NA,331
1773,1987,1,0,NA,NA,0,NA,NA,NA,331
1774,1987,1,1,14.5,21,0,NA,NA,NA,331
1774,1988,2,0,21,NA,0,NA,NA,NA,457
1777,1987,1,1,16,NA,1,13.5,NA,13.5,331
1777,1988,2,0,NA,NA,0,NA,NA,NA,457
1779,1987,1,1,13,17,0,NA,NA,NA,331
1779,1988,2,0,17,NA,0,NA,NA,NA,457
1781,1987,1,1,11.8,NA,1,NA,NA,NA,331
1781,1988,2,0,NA,NA,0,NA,NA,NA,457
1784,1987,1,1,10,19.2,0,NA,NA,NA,331
1784,1988,2,1,19.2,NA,0,NA,NA,NA,457
1784,1989,3,1,NA,NA,0,NA,NA,NA,211
1784,1990,4,1,NA,NA,0,NA,NA,NA,290
1785,1987,1,0,12,NA,0,NA,NA,NA,331
1786,1987,1,0,NA,NA,0,NA,NA,NA,331
1787,1987,1,1,NA,NA,0,NA,NA,NA,331
1787,1988,2,0,NA,NA,1,NA,NA,NA,457
1790,1987,1,1,14,17.4,0,NA,NA,NA,331
1790,1988,2,0,17.4,NA,0,NA,NA,NA,457
1792,1987,1,0,11.3,NA,0,NA,NA,NA,331
1793,1987,1,0,10.8,NA,0,NA,NA,NA,331
1795,1987,1,1,NA,NA,0,NA,NA,NA,331
1795,1988,2,0,NA,NA,0,NA,NA,NA,457
1798,1987,1,1,NA,18.4,1,10.3,NA,10.3,331
1798,1988,2,0,18.4,NA,0,NA,NA,NA,457
1805,1987,1,1,NA,NA,0,NA,NA,NA,331
1805,1988,2,1,NA,NA,0,NA,NA,NA,457
1805,1989,3,1,NA,NA,0,NA,NA,NA,211
1805,1990,4,1,NA,NA,0,NA,NA,NA,290
1810,1987,1,1,NA,NA,1,NA,NA,NA,331
1810,1988,2,0,NA,NA,0,NA,NA,NA,457
1812,1987,1,0,NA,NA,0,NA,NA,NA,331
1814,1987,1,1,NA,NA,0,NA,NA,NA,331
1814,1988,2,0,NA,NA,0,NA,NA,NA,457
1817,1987,1,1,15,25.3,0,NA,NA,NA,331
1817,1988,2,0,25.3,NA,0,NA,NA,NA,457
1820,1987,1,1,NA,23.4,0,NA,NA,NA,331
1820,1988,2,1,23.4,NA,0,NA,NA,NA,457
1820,1989,3,1,NA,NA,0,NA,NA,NA,211
1820,1990,4,1,NA,30.8,1,13.9,NA,13.9,290
1820,1991,5,1,30.8,NA,1,NA,NA,NA,414
1820,1992,6,1,NA,NA,1,NA,NA,NA,321
1820,1993,7,1,NA,NA,0,NA,NA,NA,443
1820,1994,8,0,NA,NA,0,NA,NA,NA,435
1821,1987,1,1,NA,NA,0,NA,NA,NA,331
1821,1988,2,1,NA,NA,1,NA,NA,NA,457
1821,1989,3,1,NA,24.9,0,NA,NA,NA,211
1821,1990,4,1,24.9,NA,0,NA,NA,NA,290
1822,1987,1,1,NA,19.7,1,NA,NA,NA,331
1822,1988,2,0,19.7,NA,0,NA,NA,NA,457
1823,1987,1,1,NA,NA,0,NA,NA,NA,331
1823,1988,2,0,NA,NA,0,NA,NA,NA,457
1825,1987,1,1,NA,NA,0,NA,NA,NA,331
1825,1988,2,1,NA,24.6,1,NA,NA,NA,457
1825,1989,3,1,24.6,NA,0,NA,NA,NA,211
1825,1990,4,1,NA,NA,0,NA,NA,NA,290
1827,1987,1,1,NA,NA,0,NA,NA,NA,331
1827,1988,2,0,NA,NA,0,NA,NA,NA,457
1830,1987,1,0,NA,NA,0,NA,NA,NA,331
1832,1987,1,0,16.4,NA,0,NA,NA,NA,331
1834,1987,1,1,12.2,NA,1,NA,NA,NA,331
1834,1988,2,1,NA,NA,1,NA,NA,NA,457
1834,1989,3,1,NA,NA,0,NA,NA,NA,211
1834,1990,4,1,NA,22.6,1,NA,NA,NA,290
1834,1991,5,1,22.6,22.6,0,NA,NA,NA,414
1834,1992,6,1,22.6,22.4,0,NA,NA,NA,321
1834,1993,7,1,22.4,21.6,0,NA,NA,NA,443
1834,1994,8,1,21.6,21.2,1,13.9,NA,13.9,435
1834,1995,9,1,21.2,NA,1,NA,NA,NA,357
1834,1996,10,1,NA,22.6,1,8.3,NA,8.3,575
1835,1987,1,1,16.5,17,0,NA,NA,NA,331
1835,1988,2,1,17,23.4,0,NA,NA,NA,457
1835,1989,3,1,23.4,NA,1,NA,NA,NA,211
1835,1990,4,1,NA,24.1,0,NA,NA,NA,290
1835,1991,5,0,24.1,NA,0,NA,NA,NA,414
1836,1987,1,1,15,NA,1,NA,NA,NA,331
1836,1988,2,0,NA,NA,0,NA,NA,NA,457
1837,1987,1,1,16.5,NA,0,NA,NA,NA,331
1837,1988,2,0,NA,NA,0,NA,NA,NA,457
1838,1987,1,1,16.5,20.2,0,NA,NA,NA,331
1838,1988,2,1,20.2,NA,0,NA,NA,NA,457
1838,1989,3,NA,NA,NA,0,NA,NA,NA,211
1838,1990,4,NA,NA,NA,0,NA,NA,NA,290
1838,1991,5,NA,NA,NA,0,NA,NA,NA,414
1838,1992,6,NA,NA,NA,0,NA,NA,NA,321
1838,1993,7,NA,NA,NA,0,NA,NA,NA,443
1838,1994,8,1,NA,NA,0,NA,NA,NA,435
1840,1987,1,1,11.5,16,0,NA,NA,NA,331
1840,1988,2,0,16,NA,0,NA,NA,NA,457
1841,1987,1,1,16,NA,0,NA,NA,NA,331
1841,1988,2,0,NA,NA,1,NA,NA,NA,457
1844,1987,1,1,NA,22.3,1,NA,NA,NA,331
1844,1988,2,0,22.3,NA,0,NA,NA,NA,457
1847,1987,1,1,15,NA,0,NA,NA,NA,331
1847,1988,2,0,NA,NA,0,NA,NA,NA,457
1848,1987,1,1,NA,NA,0,NA,NA,NA,331
1848,1988,2,0,NA,NA,0,NA,NA,NA,457
1858,1987,1,1,NA,20.2,1,12.4,NA,12.4,331
1858,1988,2,0,20.2,NA,0,NA,NA,NA,457
1859,1987,1,1,NA,20.5,1,NA,NA,NA,331
1859,1988,2,0,20.5,NA,0,NA,NA,NA,457
1875,1987,1,NA,NA,NA,0,NA,NA,NA,331
1875,1988,2,NA,NA,NA,0,NA,NA,NA,457
1875,1989,3,1,NA,24.6,0,NA,NA,NA,211
