id,sheep.yr,age,surv,wt,wtt1,rec,rec1.wt,rec2.wt,mean.off.mass,pop.size
2275,1994,5,1,NA,24.4,1,14.8,NA,14.8,435
2275,1995,6,1,24.4,NA,1,NA,NA,NA,357
2275,1996,7,1,NA,24.3,0,NA,NA,NA,575
2278,1990,1,1,NA,NA,0,NA,NA,NA,290
2278,1991,2,1,NA,NA,0,NA,NA,NA,414
2278,1992,3,1,NA,21.9,1,14.7,NA,14.7,321
2278,1993,4,1,21.9,NA,0,NA,NA,NA,443
2278,1994,5,1,NA,NA,1,NA,NA,NA,435
2278,1995,6,1,NA,NA,0,NA,NA,NA,357
2278,1996,7,1,NA,NA,0,NA,NA,NA,575
2289,1990,1,0,NA,NA,0,NA,NA,NA,290
2291,1990,1,1,NA,16.1,0,NA,NA,NA,290
2291,1991,2,0,16.1,NA,0,NA,NA,NA,414
2292,1990,1,1,NA,18.2,0,NA,NA,NA,290
2292,1991,2,1,18.2,19.2,0,NA,NA,NA,414
2292,1992,3,1,19.2,20.3,0,NA,NA,NA,321
2292,1993,4,1,20.3,NA,1,12.7,NA,12.7,443
2292,1994,5,1,NA,NA,1,NA,NA,NA,435
2292,1995,6,1,NA,NA,0,NA,NA,NA,357
2292,1996,7,1,NA,20.8,1,12.2,NA,12.2,575
2293,1990,1,0,12.2,NA,0,NA,NA,NA,290
2295,1990,1,1,NA,17.2,1,8.8,NA,8.8,290
2295,1991,2,0,17.2,NA,0,NA,NA,NA,414
2298,1990,1,0,NA,NA,0,NA,NA,NA,290
2299,1990,1,0,10.7,NA,0,NA,NA,NA,290
2302,1990,1,1,16.4,20.8,1,3.1,NA,3.1,290
2302,1991,2,0,20.8,NA,0,NA,NA,NA,414
2308,1990,1,0,12,NA,0,NA,NA,NA,290
2311,1990,1,1,15.7,18.5,1,11.7,NA,11.7,290
2311,1991,2,0,18.5,NA,0,NA,NA,NA,414
2313,1990,1,0,NA,NA,1,NA,NA,NA,290
2314,1990,1,1,14.4,18.7,0,NA,NA,NA,290
2314,1991,2,0,18.7,NA,0,NA,NA,NA,414
2315,1990,1,1,14.2,18,1,9.6,NA,9.6,290
2315,1991,2,0,18,NA,0,NA,NA,NA,414
2316,1990,1,1,7.2,NA,0,NA,NA,NA,290
2316,1991,2,0,NA,NA,0,NA,NA,NA,414
2317,1990,1,NA,NA,21.6,1,13,NA,13,290
2317,1991,2,1,21.6,NA,0,NA,NA,NA,414
2317,1992,3,1,NA,25.5,0,NA,NA,NA,321
2317,1993,4,1,25.5,NA,0,NA,NA,NA,443
2319,1990,1,NA,NA,NA,1,NA,NA,NA,290
2319,1991,2,1,NA,NA,0,NA,NA,NA,414
2319,1992,3,1,NA,NA,0,NA,NA,NA,321
2319,1993,4,1,NA,NA,1,NA,NA,NA,443
2319,1994,5,1,NA,NA,0,NA,NA,NA,435
2319,1995,6,1,NA,NA,0,NA,NA,NA,357
2319,1996,7,1,NA,NA,0,NA,NA,NA,575
2323,1990,1,1,16.6,23.8,0,NA,NA,NA,290
2323,1991,2,1,23.8,23.9,1,12.2,NA,12.2,414
2323,1992,3,1,23.9,27.4,1,12.9,NA,12.9,321
2323,1993,4,1,27.4,24.5,2,12.5,NA,12.5,443
2323,1994,5,1,24.5,30.2,1,14.4,NA,14.4,435
2323,1995,6,1,30.2,27.3,0,NA,NA,NA,357
2323,1996,7,1,27.3,28.4,1,11.7,NA,11.7,575
2325,1990,1,NA,NA,18,0,NA,NA,NA,290
2325,1991,2,0,18,NA,0,NA,NA,NA,414
2327,1990,1,1,12.7,18,0,NA,NA,NA,290
2327,1991,2,0,18,NA,0,NA,NA,NA,414
2336,1990,1,NA,NA,NA,0,NA,NA,NA,290
2336,1991,2,NA,NA,NA,0,NA,NA,NA,414
2336,1992,3,1,NA,NA,0,NA,NA,NA,321
2336,1993,4,1,NA,NA,0,NA,NA,NA,443
2336,1994,5,1,NA,20.4,1,12.8,NA,12.8,435
2336,1995,6,1,20.4,NA,0,NA,NA,NA,357
2336,1996,7,1,NA,NA,0,NA,NA,NA,575
2337,1990,1,NA,NA,NA,0,NA,NA,NA,290
2337,1991,2,NA,NA,NA,1,NA,NA,NA,414
2337,1992,3,1,NA,NA,1,NA,NA,NA,321
2337,1993,4,1,NA,NA,1,NA,NA,NA,443
2337,1994,5,1,NA,NA,1,NA,NA,NA,435
2337,1995,6,1,NA,23.8,0,NA,NA,NA,357
2337,1996,7,1,23.8,NA,0,NA,NA,NA,575
2338,1990,1,NA,NA,NA,0,NA,NA,NA,290
2338,1991,2,NA,NA,16.1,1,NA,NA,NA,414
2338,1992,3,1,16.1,25.4,1,13.4,NA,13.4,321
2338,1993,4,1,25.4,24.4,1,14,NA,14,443
2338,1994,5,1,24.4,NA,1,NA,NA,NA,435
2338,1995,6,1,NA,NA,1,NA,NA,NA,357
2338,1996,7,1,NA,NA,0,NA,NA,NA,575
2339,1990,1,1,16,16.5,0,NA,NA,NA,290
2339,1991,2,1,16.5,21.6,0,NA,NA,NA,414
2339,1992,3,1,21.6,23.7,1,NA,NA,NA,321
2339,1993,4,1,23.7,NA,1,NA,NA,NA,443
2339,1994,5,1,NA,22.6,1,9.9,NA,9.9,435
2339,1995,6,0,22.6,NA,1,NA,NA,NA,357
2340,1990,1,1,14.1,21.2,0,NA,NA,NA,290
2340,1991,2,1,21.2,23.6,0,NA,NA,NA,414
2340,1992,3,1,23.6,NA,0,NA,NA,NA,321
2340,1993,4,1,NA,NA,0,NA,NA,NA,443
2340,1994,5,1,NA,NA,0,NA,NA,NA,435
2340,1995,6,1,NA,NA,0,NA,NA,NA,357
2340,1996,7,1,NA,NA,0,NA,NA,NA,575
2341,1990,1,1,NA,NA,1,11.8,NA,11.8,290
2341,1991,2,1,NA,19.5,0,NA,NA,NA,414
2341,1992,3,1,19.5,22.1,1,11.9,NA,11.9,321
2341,1993,4,1,22.1,24.4,1,14.1,NA,14.1,443
2341,1994,5,1,24.4,22.9,0,NA,NA,NA,435
2341,1995,6,1,22.9,22.7,1,10.9,NA,10.9,357
2341,1996,7,1,22.7,22.2,1,13,NA,13,575
2342,1990,1,1,14.9,20,0,NA,NA,NA,290
2342,1991,2,1,20,22,0,NA,NA,NA,414
2342,1992,3,1,22,22.8,0,NA,NA,NA,321
2342,1993,4,1,22.8,22.6,0,NA,NA,NA,443
2342,1994,5,1,22.6,NA,1,NA,NA,NA,435
2342,1995,6,1,NA,23.4,0,NA,NA,NA,357
2342,1996,7,1,23.4,23.2,0,NA,NA,NA,575
2343,1990,1,1,16.5,20.4,0,NA,NA,NA,290
2343,1991,2,1,20.4,22.9,0,NA,NA,NA,414
2343,1992,3,1,22.9,23.1,0,NA,NA,NA,321
2343,1993,4,1,23.1,NA,0,NA,NA,NA,443
2343,1994,5,0,NA,NA,0,NA,NA,NA,435
2349,1990,1,1,14.2,20.1,0,NA,NA,NA,290
2349,1991,2,1,20.1,22,0,NA,NA,NA,414
2349,1992,3,1,22,23.7,1,15,NA,15,321
2349,1993,4,0,23.7,NA,1,NA,NA,NA,443
2351,1990,1,1,13.5,14.7,0,NA,NA,NA,290
2351,1991,2,1,14.7,16.7,1,NA,NA,NA,414
2351,1992,3,1,16.7,15.9,1,14.5,NA,14.5,321
2351,1993,4,0,15.9,NA,0,NA,NA,NA,443
2353,1990,1,1,NA,18,1,9.2,NA,9.2,290
2353,1991,2,1,18,21.9,1,11.9,NA,11.9,414
2353,1992,3,1,21.9,22.8,1,13.6,NA,13.6,321
2353,1993,4,1,22.8,NA,1,NA,NA,NA,443
2353,1994,5,1,NA,24.3,1,13.1,NA,13.1,435
2353,1995,6,1,24.3,23,0,NA,NA,NA,357
2353,1996,7,1,23,22.3,0,NA,NA,NA,575
2355,1990,1,1,NA,18.4,0,NA,NA,NA,290
2355,1991,2,1,18.4,19.9,0,NA,NA,NA,414
2355,1992,3,1,19.9,22.7,1,11.3,NA,11.3,321
2355,1993,4,1,22.7,22.5,1,NA,NA,NA,443
2355,1994,5,1,22.5,NA,1,NA,NA,NA,435
2355,1995,6,1,NA,NA,0,NA,NA,NA,357
2355,1996,7,0,NA,NA,0,NA,NA,NA,575
2356,1990,1,1,14,20.8,0,NA,NA,NA,290
2356,1991,2,1,20.8,NA,0,NA,NA,NA,414
2356,1992,3,1,NA,26.1,1,11.9,NA,11.9,321
2356,1993,4,1,26.1,24.7,2,NA,13.7,13.7,443
2356,1994,5,0,24.7,NA,0,NA,NA,NA,435
2358,1990,1,1,14.6,NA,0,NA,NA,NA,290
2358,1991,2,1,NA,21.2,0,NA,NA,NA,414
2358,1992,3,1,21.2,21.5,0,NA,NA,NA,321
2358,1993,4,1,21.5,22.4,1,12,NA,12,443
2358,1994,5,1,22.4,NA,0,NA,NA,NA,435
2358,1995,6,1,NA,22.3,1,13.8,NA,13.8,357
2358,1996,7,1,22.3,22,1,8.4,NA,8.4,575
2359,1990,1,1,12.1,18.8,0,NA,NA,NA,290
2359,1991,2,1,18.8,31.7,1,NA,NA,NA,414
2359,1992,3,1,31.7,24.3,0,NA,NA,NA,321
2359,1993,4,1,24.3,22.5,1,15.6,NA,15.6,443
2359,1994,5,1,22.5,NA,0,NA,NA,NA,435
2359,1995,6,1,NA,NA,0,NA,NA,NA,357
2359,1996,7,1,NA,NA,0,NA,NA,NA,575
2360,1990,1,1,NA,18.9,1,NA,NA,NA,290
2360,1991,2,1,18.9,20.4,0,NA,NA,NA,414
2360,1992,3,1,20.4,NA,1,NA,NA,NA,321
2360,1993,4,1,NA,22,0,NA,NA,NA,443
2360,1994,5,1,22,NA,1,NA,NA,NA,435
2360,1995,6,1,NA,NA,0,NA,NA,NA,357
2360,1996,7,1,NA,NA,0,NA,NA,NA,575
2361,1990,1,1,NA,NA,0,NA,NA,NA,290
2361,1991,2,1,NA,NA,0,NA,NA,NA,414
2361,1992,3,1,NA,NA,0,NA,NA,NA,321
2361,1993,4,1,NA,24.6,0,NA,NA,NA,443
2361,1994,5,1,24.6,24.7,0,NA,NA,NA,435
2361,1995,6,1,24.7,NA,1,NA,NA,NA,357
2361,1996,7,1,NA,NA,1,NA,NA,NA,575
2362,1990,1,1,15.8,NA,0,NA,NA,NA,290
2362,1991,2,1,NA,NA,0,NA,NA,NA,414
2362,1992,3,1,NA,NA,0,NA,NA,NA,321
2362,1993,4,1,NA,25.2,0,NA,NA,NA,443
2362,1994,5,1,25.2,24.8,0,NA,NA,NA,435
2362,1995,6,1,24.8,NA,0,NA,NA,NA,357
2362,1996,7,1,NA,NA,1,NA,NA,NA,575
2363,1990,1,1,NA,18,0,NA,NA,NA,290
2363,1991,2,1,18,19.7,0,NA,NA,NA,414
2363,1992,3,1,19.7,22.8,1,16.6,NA,16.6,321
2363,1993,4,1,22.8,NA,1,15.4,NA,15.4,443
2363,1994,5,1,NA,23.7,0,NA,NA,NA,435
2363,1995,6,1,23.7,24.1,0,NA,NA,NA,357
2363,1996,7,1,24.1,NA,0,NA,NA,NA,575
2364,1990,1,1,NA,21.2,1,NA,NA,NA,290
2364,1991,2,1,21.2,NA,1,NA,NA,NA,414
2364,1992,3,1,NA,26.5,1,15,NA,15,321
2364,1993,4,1,26.5,26,0,NA,NA,NA,443
2364,1994,5,1,26,26.8,1,11.2,NA,11.2,435
2364,1995,6,1,26.8,NA,0,NA,NA,NA,357
2364,1996,7,1,NA,NA,0,NA,NA,NA,575
2365,1990,1,1,NA,18,0,NA,NA,NA,290
2365,1991,2,1,18,17.4,1,NA,NA,NA,414
2365,1992,3,1,17.4,22.1,0,NA,NA,NA,321
2365,1993,4,1,22.1,20.2,0,NA,NA,NA,443
2365,1994,5,1,20.2,22.3,1,9.8,NA,9.8,435
2365,1995,6,1,22.3,23.3,1,8,NA,8,357
2365,1996,7,1,23.3,NA,0,NA,NA,NA,575
2366,1990,1,1,NA,16.9,0,NA,NA,NA,290
2366,1991,2,1,16.9,21.4,0,NA,NA,NA,414
2366,1992,3,1,21.4,22.4,0,NA,NA,NA,321
2366,1993,4,1,22.4,20.5,0,NA,NA,NA,443
2366,1994,5,1,20.5,24.3,0,NA,NA,NA,435
2366,1995,6,1,24.3,23.3,1,15,NA,15,357
2366,1996,7,1,23.3,20.7,1,6.8,NA,6.8,575
2367,1990,1,1,15.7,19.6,0,NA,NA,NA,290
2367,1991,2,1,19.6,NA,0,NA,NA,NA,414
2367,1992,3,1,NA,23.8,0,NA,NA,NA,321
2367,1993,4,1,23.8,23.8,0,NA,NA,NA,443
2367,1994,5,1,23.8,NA,0,NA,NA,NA,435
2367,1995,6,1,NA,24.4,0,NA,NA,NA,357
2367,1996,7,1,24.4,24.7,1,14.5,NA,14.5,575
2368,1990,1,1,11.4,15.2,0,NA,NA,NA,290
2368,1991,2,1,15.2,21.2,1,NA,NA,NA,414
2368,1992,3,1,21.2,21.9,1,10.6,NA,10.6,321
2368,1993,4,1,21.9,22.6,0,NA,NA,NA,443
2368,1994,5,1,22.6,23.6,0,NA,NA,NA,435
2368,1995,6,1,23.6,23.2,1,15.9,NA,15.9,357
2368,1996,7,1,23.2,24,0,NA,NA,NA,575
2369,1990,1,1,13.1,19.6,0,NA,NA,NA,290
2369,1991,2,1,19.6,22.1,0,NA,NA,NA,414
2369,1992,3,1,22.1,23.2,0,NA,NA,NA,321
2369,1993,4,1,23.2,23.7,0,NA,NA,NA,443
2369,1994,5,1,23.7,23.3,1,12.7,NA,12.7,435
2369,1995,6,1,23.3,24,0,NA,NA,NA,357
2369,1996,7,1,24,NA,0,NA,NA,NA,575
2371,1990,1,1,NA,16.9,0,NA,NA,NA,290
2371,1991,2,1,16.9,21,1,NA,NA,NA,414
2371,1992,3,1,21,21.3,0,NA,NA,NA,321
2371,1993,4,1,21.3,17.4,1,NA,NA,NA,443
2371,1994,5,0,17.4,NA,0,NA,NA,NA,435
2373,1990,1,1,NA,21,1,NA,NA,NA,290
2373,1991,2,1,21,23.5,0,NA,NA,NA,414
2373,1992,3,1,23.5,26.2,0,NA,NA,NA,321
2373,1993,4,1,26.2,24.9,1,NA,NA,NA,443
2373,1994,5,1,24.9,NA,1,NA,NA,NA,435
2373,1995,6,1,NA,25,0,NA,NA,NA,357
2373,1996,7,1,25,NA,1,NA,NA,NA,575
2374,1990,1,1,12.6,16,1,12,NA,12,290
2374,1991,2,1,16,NA,0,NA,NA,NA,414
2374,1992,3,1,NA,24.3,0,NA,NA,NA,321
2374,1993,4,1,24.3,23.9,0,NA,NA,NA,443
2374,1994,5,1,23.9,NA,0,NA,NA,NA,435
2374,1995,6,1,NA,NA,0,NA,NA,NA,357
2374,1996,7,0,NA,NA,0,NA,NA,NA,575
2375,1990,1,1,15.8,19,0,NA,NA,NA,290
2375,1991,2,1,19,19.9,1,12.1,NA,12.1,414
2375,1992,3,1,19.9,NA,1,NA,NA,NA,321
2375,1993,4,1,NA,23.3,1,13.3,NA,13.3,443
2375,1994,5,1,23.3,22,1,15.2,NA,15.2,435
2375,1995,6,1,22,22.7,0,NA,NA,NA,357
2375,1996,7,1,22.7,NA,1,NA,NA,NA,575
2376,1990,1,1,12.4,18.4,0,NA,NA,NA,290
2376,1991,2,1,18.4,21.1,0,NA,NA,NA,414
2376,1992,3,1,21.1,NA,0,NA,NA,NA,321
2376,1993,4,1,NA,23.7,1,11.8,NA,11.8,443
2376,1994,5,1,23.7,23.5,0,NA,NA,NA,435
2376,1995,6,1,23.5,23.9,1,13.4,NA,13.4,357
2376,1996,7,1,23.9,24.2,0,NA,NA,NA,575
2377,1990,1,1,16.1,NA,0,NA,NA,NA,290
2377,1991,2,1,NA,NA,1,NA,NA,NA,414
2377,1992,3,1,NA,25.2,1,15.7,NA,15.7,321
2377,1993,4,1,25.2,27.3,1,NA,NA,NA,443
2377,1994,5,1,27.3,26.1,1,15.3,NA,15.3,435
2377,1995,6,1,26.1,25.3,1,14.5,NA,14.5,357
2377,1996,7,1,25.3,25.5,1,15,NA,15,575
2378,1990,1,1,15,NA,0,NA,NA,NA,290
2378,1991,2,1,NA,NA,2,NA,NA,NA,414
2378,1992,3,1,NA,25.4,0,NA,NA,NA,321
2378,1993,4,1,25.4,24.7,0,NA,NA,NA,443
2378,1994,5,1,24.7,NA,0,NA,NA,NA,435
2378,1995,6,1,NA,24.1,0,NA,NA,NA,357
2378,1996,7,1,24.1,25.5,0,NA,NA,NA,575
2379,1990,1,1,17.1,20.1,0,NA,NA,NA,290
2379,1991,2,1,20.1,21.9,1,NA,NA,NA,414
2379,1992,3,1,21.9,23.9,0,NA,NA,NA,321
2379,1993,4,1,23.9,NA,0,NA,NA,NA,443
2379,1994,5,1,NA,25.2,1,15,NA,15,435
2379,1995,6,1,25.2,25.2,0,NA,NA,NA,357
2379,1996,7,1,25.2,24,0,NA,NA,NA,575
2407,1991,1,0,NA,NA,0,NA,NA,NA,414
2408,1991,1,0,8.8,NA,0,NA,NA,NA,414
2412,1991,1,0,NA,NA,0,NA,NA,NA,414
2414,1991,1,1,14.2,16.1,0,NA,NA,NA,414
2414,1992,2,1,16.1,NA,1,NA,NA,NA,321
2414,1993,3,1,NA,NA,0,NA,NA,NA,443
2414,1994,4,0,NA,NA,0,NA,NA,NA,435
2416,1991,1,0,13.8,NA,0,NA,NA,NA,414
2417,1991,1,1,15.3,NA,0,NA,NA,NA,414
2417,1992,2,1,NA,22.7,0,NA,NA,NA,321
2417,1993,3,1,22.7,25.3,0,NA,NA,NA,443
2417,1994,4,1,25.3,23.6,0,NA,NA,NA,435
2417,1995,5,1,23.6,26.2,0,NA,NA,NA,357
2417,1996,6,1,26.2,23.7,0,NA,NA,NA,575
2420,1991,1,0,13.2,NA,1,NA,NA,NA,414
2421,1991,1,1,11.6,16.5,0,NA,NA,NA,414
2421,1992,2,1,16.5,20.8,1,NA,NA,NA,321
2421,1993,3,1,20.8,21.8,1,12.7,NA,12.7,443
2421,1994,4,1,21.8,22.8,1,9.2,NA,9.2,435
2421,1995,5,1,22.8,21.8,0,NA,NA,NA,357
2421,1996,6,1,21.8,21.4,0,NA,NA,NA,575
2423,1991,1,NA,NA,NA,0,NA,NA,NA,414
2425,1991,1,0,NA,NA,0,NA,NA,NA,414
2426,1991,1,0,12.3,NA,0,NA,NA,NA,414
2427,1991,1,0,NA,NA,0,NA,NA,NA,414
2431,1991,1,1,14,16.6,1,NA,NA,NA,414
2431,1992,2,1,16.6,20.4,1,14.6,NA,14.6,321
2431,1993,3,1,20.4,20.4,1,13.5,NA,13.5,443
2431,1994,4,1,20.4,NA,0,NA,NA,NA,435
2431,1995,5,0,NA,NA,0,NA,NA,NA,357
2436,1991,1,0,11.7,NA,0,NA,NA,NA,414
2437,1991,1,0,10.6,NA,0,NA,NA,NA,414
2441,1991,1,0,13.2,NA,0,NA,NA,NA,414
2442,1991,1,0,11.2,NA,0,NA,NA,NA,414
2443,1991,1,1,NA,NA,0,NA,NA,NA,414
2443,1992,2,1,NA,NA,0,NA,NA,NA,321
2443,1993,3,1,NA,NA,1,NA,NA,NA,443
2443,1994,4,1,NA,NA,0,NA,NA,NA,435
2443,1995,5,1,NA,21,0,NA,NA,NA,357
2443,1996,6,1,21,NA,1,13.7,NA,13.7,575
2447,1991,1,1,14.7,20.4,1,NA,NA,NA,414
2447,1992,2,1,20.4,21.3,1,12.2,NA,12.2,321
2447,1993,3,1,21.3,24,1,NA,NA,NA,443
2447,1994,4,1,24,25,1,13.9,NA,13.9,435
2447,1995,5,1,25,NA,1,NA,NA,NA,357
2447,1996,6,1,NA,NA,1,NA,NA,NA,575
2449,1991,1,0,12.8,NA,0,NA,NA,NA,414
2451,1991,1,0,12.4,NA,0,NA,NA,NA,414
2453,1991,1,0,NA,NA,0,NA,NA,NA,414
2455,1991,1,0,11.8,NA,0,NA,NA,NA,414
2456,1991,1,0,14.9,NA,0,NA,NA,NA,414
2457,1991,1,0,14.1,NA,0,NA,NA,NA,414
2460,1991,1,1,15,18,0,NA,NA,NA,414
2460,1992,2,1,18,22.2,1,10.5,NA,10.5,321
2460,1993,3,1,22.2,NA,1,NA,NA,NA,443
2460,1994,4,1,NA,23.7,1,12.6,NA,12.6,435
2460,1995,5,1,23.7,23.2,0,NA,NA,NA,357
2460,1996,6,1,23.2,23.5,1,11.9,NA,11.9,575
2461,1991,1,0,11.4,NA,0,NA,NA,NA,414
2462,1991,1,1,13.2,NA,1,NA,NA,NA,414
2462,1992,2,1,NA,21.4,1,13.9,NA,13.9,321
2462,1993,3,1,21.4,NA,0,NA,NA,NA,443
2462,1994,4,0,NA,NA,0,NA,NA,NA,435
2463,1991,1,0,NA,NA,1,NA,NA,NA,414
2464,1991,1,0,8.8,NA,0,NA,NA,NA,414
2465,1991,1,1,NA,NA,0,NA,NA,NA,414
2465,1992,2,1,NA,22.4,1,12.4,NA,12.4,321
2465,1993,3,1,22.4,NA,1,NA,NA,NA,443
2465,1994,4,1,NA,NA,0,NA,NA,NA,435
2465,1995,5,1,NA,NA,1,NA,NA,NA,357
2465,1996,6,1,NA,NA,1,NA,NA,NA,575
2466,1991,1,0,12.6,NA,0,NA,NA,NA,414
2467,1991,1,0,13.2,NA,0,NA,NA,NA,414
2470,1991,1,0,11.4,NA,0,NA,NA,NA,414
2471,1991,1,0,12.8,NA,0,NA,NA,NA,414
2473,1991,1,0,14.2,NA,0,NA,NA,NA,414
2474,1991,1,0,NA,NA,0,NA,NA,NA,414
2475,1991,1,1,NA,NA,0,NA,NA,NA,414
2475,1992,2,1,NA,NA,0,NA,NA,NA,321
2475,1993,3,1,NA,NA,0,NA,NA,NA,443
2475,1994,4,1,NA,NA,0,NA,NA,NA,435
2475,1995,5,1,NA,28.5,0,NA,NA,NA,357
2475,1996,6,1,28.5,NA,0,NA,NA,NA,575
2476,1991,1,1,NA,NA,0,NA,NA,NA,414
2476,1992,2,1,NA,NA,0,NA,NA,NA,321
2476,1993,3,1,NA,NA,0,NA,NA,NA,443
2476,1994,4,1,NA,24,0,NA,NA,NA,435
2476,1995,5,1,24,20.9,0,NA,NA,NA,357
2476,1996,6,1,20.9,NA,0,NA,NA,NA,575
2478,1991,1,0,NA,NA,0,NA,NA,NA,414
2479,1991,1,1,15.7,19.2,1,NA,NA,NA,414
2479,1992,2,1,19.2,23,0,NA,NA,NA,321
2479,1993,3,1,23,NA,0,NA,NA,NA,443
2479,1994,4,1,NA,24.5,1,14.9,NA,14.9,435
2479,1995,5,1,24.5,24.7,0,NA,NA,NA,357
2479,1996,6,1,24.7,NA,0,NA,NA,NA,575
2480,1991,1,0,14.1,NA,0,NA,NA,NA,414
2483,1991,1,0,12.2,NA,0,NA,NA,NA,414
2484,1991,1,0,14.2,NA,0,NA,NA,NA,414
2485,1991,1,0,15.4,NA,0,NA,NA,NA,414
2489,1991,1,0,12.3,NA,0,NA,NA,NA,414
2490,1991,1,0,11.2,NA,0,NA,NA,NA,414
2492,1991,1,0,NA,NA,0,NA,NA,NA,414
2495,1991,1,0,9.2,NA,0,NA,NA,NA,414
2498,1991,1,0,17.6,NA,0,NA,NA,NA,414
2504,1991,1,0,16,NA,1,NA,NA,NA,414
2505,1991,1,1,11.6,NA,0,NA,NA,NA,414
2505,1992,2,1,NA,NA,0,NA,NA,NA,321
2505,1993,3,1,NA,22.5,0,NA,NA,NA,443
2505,1994,4,1,22.5,21.5,0,NA,NA,NA,435
2505,1995,5,1,21.5,22.7,0,NA,NA,NA,357
2505,1996,6,1,22.7,NA,1,NA,NA,NA,575
2508,1991,1,0,13.9,NA,0,NA,NA,NA,414
2510,1991,1,0,12,NA,0,NA,NA,NA,414
2515,1991,1,NA,NA,NA,0,NA,NA,NA,414
2518,1991,1,0,NA,NA,0,NA,NA,NA,414
2523,1991,1,1,16,15,0,NA,NA,NA,414
2523,1992,2,1,15,18.9,1,12.3,NA,12.3,321
2523,1993,3,1,18.9,19.8,1,NA,NA,NA,443
2523,1994,4,1,19.8,NA,0,NA,NA,NA,435
2523,1995,5,1,NA,18.9,0,NA,NA,NA,357
2523,1996,6,0,18.9,NA,0,NA,NA,NA,575
2524,1991,1,0,3.1,NA,0,NA,NA,NA,414
2526,1991,1,0,10.3,NA,0,NA,NA,NA,414
2527,1991,1,0,9.6,NA,0,NA,NA,NA,414
2531,1991,1,1,NA,NA,0,NA,NA,NA,414
2531,1992,2,NA,NA,NA,0,NA,NA,NA,321
2531,1993,3,1,NA,NA,0,NA,NA,NA,443
2532,1991,1,1,NA,NA,0,NA,NA,NA,414
2532,1992,2,NA,NA,NA,0,NA,NA,NA,321
2532,1993,3,1,NA,NA,0,NA,NA,NA,443
2532,1994,4,1,NA,NA,1,NA,NA,NA,435
2532,1995,5,1,NA,19.7,1,13.7,NA,13.7,357
2532,1996,6,1,19.7,NA,0,NA,NA,NA,575
2533,1991,1,0,5,NA,0,NA,NA,NA,414
2534,1991,1,1,15.4,19.6,0,NA,NA,NA,414
2534,1992,2,1,19.6,22.5,0,NA,NA,NA,321
2534,1993,3,1,22.5,23.1,1,14,NA,14,443
2534,1994,4,1,23.1,NA,0,NA,NA,NA,435
2534,1995,5,1,NA,25.2,0,NA,NA,NA,357
2534,1996,6,1,25.2,22.5,0,NA,NA,NA,575
2535,1991,1,0,NA,NA,0,NA,NA,NA,414
2536,1991,1,1,14.2,18.6,0,NA,NA,NA,414
2536,1992,2,1,18.6,21,1,14.6,NA,14.6,321
2536,1993,3,1,21,22.6,1,14.1,NA,14.1,443
2536,1994,4,1,22.6,25.1,0,NA,NA,NA,435
2536,1995,5,1,25.1,23.4,0,NA,NA,NA,357
2536,1996,6,1,23.4,22.4,1,13.5,NA,13.5,575
2537,1991,1,0,15.8,NA,0,NA,NA,NA,414
2542,1991,1,0,9.6,NA,0,NA,NA,NA,414
2543,1991,1,0,11.7,NA,0,NA,NA,NA,414
2544,1991,1,1,15.6,NA,0,NA,NA,NA,414
2545,1991,1,1,14.6,18.7,0,NA,NA,NA,414
2545,1992,2,1,18.7,22.2,0,NA,NA,NA,321
2545,1993,3,1,22.2,23.9,0,NA,NA,NA,443
2545,1994,4,1,23.9,23.2,1,12.6,NA,12.6,435
2545,1995,5,1,23.2,22.8,1,12.5,NA,12.5,357
2545,1996,6,1,22.8,22.6,0,NA,NA,NA,575
2546,1991,1,0,14.9,NA,0,NA,NA,NA,414
2548,1991,1,0,10.8,NA,0,NA,NA,NA,414
2549,1991,1,1,12.4,16,0,NA,NA,NA,414
2549,1992,2,1,16,NA,1,NA,NA,NA,321
2549,1993,3,1,NA,NA,1,NA,NA,NA,443
2549,1994,4,1,NA,NA,0,NA,NA,NA,435
2549,1995,5,1,NA,NA,0,NA,NA,NA,357
2549,1996,6,1,NA,NA,1,NA,NA,NA,575
2551,1991,1,1,13.1,12.2,0,NA,NA,NA,414
2551,1992,2,0,12.2,NA,0,NA,NA,NA,321
2553,1991,1,0,8.8,NA,0,NA,NA,NA,414
2555,1991,1,0,14,NA,0,NA,NA,NA,414
2556,1991,1,0,13,NA,0,NA,NA,NA,414
2569,1991,1,1,17.9,19.6,1,NA,NA,NA,414
2569,1992,2,1,19.6,NA,0,NA,NA,NA,321
2569,1993,3,1,NA,24.3,1,NA,NA,NA,443
2569,1994,4,0,24.3,NA,0,NA,NA,NA,435
2570,1991,1,NA,NA,NA,0,NA,NA,NA,414
2570,1992,2,NA,NA,20.3,0,NA,NA,NA,321
2570,1993,3,NA,20.3,NA,1,NA,NA,NA,443
2570,1994,4,1,NA,NA,1,NA,NA,NA,435
2570,1995,5,1,NA,NA,0,NA,NA,NA,357
2570,1996,6,1,NA,21,0,NA,NA,NA,575
2571,1991,1,1,15.1,18.3,0,NA,NA,NA,414
2571,1992,2,1,18.3,24.3,0,NA,NA,NA,321
2571,1993,3,1,24.3,22,1,13.4,NA,13.4,443
2571,1994,4,1,22,22.9,0,NA,NA,NA,435
2571,1995,5,1,22.9,22.8,0,NA,NA,NA,357
